event_id,user_id,product_id,category,event_type,price,quantity,revenue,device,country,session_id,event_time
e_002035,u_00213,p_0061,apparel,product_view,435.91,,0.0,tablet,BR,s_001102,2026-01-01T06:43:33+00:00
e_018751,u_00080,p_0040,grocery,page_view,200.84,,0.0,tablet,AU,s_004058,2026-01-01T07:24:53+00:00
e_018645,u_00299,p_0076,beauty,purchase,357.91,3,1073.73,tablet,FR,s_002763,2026-01-01T07:28:05+00:00
e_017716,u_00447,p_0076,beauty,product_view,357.91,,0.0,tablet,US,s_000582,2026-01-01T08:17:24+00:00
e_017881,u_00129,p_0064,home,remove_from_cart,271.99,,0.0,desktop,AU,s_005054,2026-01-01T08:35:24+00:00
e_005166,u_00371,p_0072,home,product_view,68.55,,0.0,tablet,CA,s_005987,2026-01-01T09:02:16+00:00
e_004228,u_00264,p_0046,home,page_view,257.22,,0.0,tablet,BR,s_003993,2026-01-01T09:07:23+00:00
e_017678,u_00277,p_0063,beauty,purchase,80.66,2,161.32,desktop,FR,s_003546,2026-01-01T09:43:53+00:00
e_019607,u_00345,p_0047,apparel,add_to_cart,379.11,3,0.0,tablet,JP,s_002092,2026-01-01T09:50:04+00:00
e_015784,u_00039,p_0036,electronics,product_view,403.5,,0.0,mobile,FR,s_000056,2026-01-01T10:50:39+00:00
e_005124,u_00423,p_0040,grocery,product_view,200.84,,0.0,tablet,GB,s_000889,2026-01-01T10:50:52+00:00
e_014907,u_00037,p_0067,books,purchase,439.97,3,1319.91,tablet,DE,s_001403,2026-01-01T10:54:17+00:00
e_019771,u_00441,p_0023,beauty,purchase,387.67,3,1163.01,tablet,BR,s_004684,2026-01-01T11:11:00+00:00
e_000671,u_00048,p_0065,electronics,remove_from_cart,301.48,,0.0,mobile,GB,s_004944,2026-01-01T11:11:12+00:00
e_009401,u_00364,p_0009,sports,add_to_cart,405.67,2,0.0,mobile,CA,s_004768,2026-01-01T11:26:52+00:00
e_003981,u_00311,p_0025,apparel,product_view,193.16,,0.0,tablet,FR,s_000262,2026-01-01T12:00:45+00:00
e_009903,u_00418,p_0068,sports,add_to_cart,123.53,3,0.0,desktop,BR,s_000787,2026-01-01T12:59:48+00:00
e_009963,u_00313,p_0050,toys,page_view,300.22,,0.0,mobile,FR,s_006409,2026-01-01T13:33:13+00:00
e_000454,u_00278,p_0053,electronics,page_view,341.74,,0.0,mobile,US,s_002745,2026-01-01T13:37:37+00:00
e_015642,u_00124,p_0024,apparel,product_view,428.38,,0.0,mobile,JP,s_005232,2026-01-01T13:44:45+00:00
e_011842,u_00037,p_0076,beauty,add_to_cart,357.91,2,0.0,tablet,AU,s_005867,2026-01-01T13:47:39+00:00
e_003153,u_00196,p_0076,beauty,checkout,357.91,,0.0,desktop,DE,s_006063,2026-01-01T14:03:10+00:00
e_006417,u_00007,p_0070,apparel,page_view,47.4,,0.0,mobile,US,s_000892,2026-01-01T14:03:33+00:00
e_016936,u_00211,p_0069,beauty,page_view,439.61,,0.0,tablet,JP,s_000169,2026-01-01T14:12:51+00:00
e_008677,u_00367,p_0002,sports,add_to_cart,126.22,3,0.0,mobile,BR,s_001906,2026-01-01T15:36:28+00:00
e_009751,u_00260,p_0067,books,add_to_cart,439.97,2,0.0,mobile,DE,s_000700,2026-01-01T15:39:15+00:00
e_019867,u_00130,p_0036,electronics,checkout,403.5,,0.0,tablet,US,s_006476,2026-01-01T15:59:44+00:00
e_015763,u_00203,p_0061,apparel,product_view,435.91,,0.0,mobile,JP,s_001863,2026-01-01T16:14:21+00:00
e_012648,u_00471,p_0074,home,purchase,136.2,1,136.2,tablet,DE,s_003757,2026-01-01T16:17:35+00:00
e_015927,u_00316,p_0004,apparel,product_view,297.29,,0.0,desktop,US,s_005101,2026-01-01T16:48:17+00:00
e_010446,u_00297,p_0008,toys,page_view,114.12,,0.0,desktop,JP,s_002087,2026-01-01T16:56:32+00:00
e_018648,u_00029,p_0006,beauty,page_view,120.17,,0.0,mobile,GB,s_001367,2026-01-01T17:05:02+00:00
e_009883,u_00096,p_0004,apparel,product_view,297.29,,0.0,mobile,GB,s_004927,2026-01-01T17:06:50+00:00
e_004499,u_00123,p_0025,apparel,product_view,193.16,,0.0,desktop,FR,s_003638,2026-01-01T17:31:54+00:00
e_003189,u_00139,p_0042,home,checkout,127.08,,0.0,desktop,DE,s_004505,2026-01-01T17:48:42+00:00
e_009218,u_00435,p_0022,apparel,purchase,27.68,3,83.04,desktop,DE,s_005526,2026-01-01T18:03:20+00:00
e_002273,u_00121,p_0004,apparel,add_to_cart,297.29,1,0.0,tablet,BR,s_006639,2026-01-01T18:09:43+00:00
e_007024,u_00351,p_0062,sports,remove_from_cart,421.63,,0.0,desktop,FR,s_001337,2026-01-01T18:15:20+00:00
e_015394,u_00431,p_0076,beauty,product_view,357.91,,0.0,tablet,JP,s_001856,2026-01-01T18:28:14+00:00
e_015468,u_00380,p_0071,grocery,product_view,408.93,,0.0,desktop,BR,s_006323,2026-01-01T18:33:42+00:00
e_009644,u_00400,p_0028,books,page_view,108.71,,0.0,mobile,AU,s_006600,2026-01-01T18:34:30+00:00
e_003964,u_00255,p_0023,beauty,remove_from_cart,387.67,,0.0,tablet,FR,s_000615,2026-01-01T18:47:45+00:00
e_016797,u_00059,p_0073,grocery,page_view,473.69,,0.0,tablet,FR,s_003160,2026-01-01T18:51:14+00:00
e_005112,u_00405,p_0005,electronics,add_to_cart,19.75,3,0.0,tablet,FR,s_000598,2026-01-01T18:54:44+00:00
e_015849,u_00152,p_0070,apparel,checkout,47.4,,0.0,desktop,FR,s_006500,2026-01-01T18:59:06+00:00
e_019840,u_00202,p_0073,grocery,checkout,473.69,,0.0,mobile,CA,s_001529,2026-01-01T19:24:36+00:00
e_002408,u_00253,p_0020,sports,product_view,415.56,,0.0,desktop,GB,s_000421,2026-01-01T19:27:16+00:00
e_005446,u_00236,p_0048,apparel,checkout,80.66,,0.0,tablet,JP,s_004601,2026-01-01T19:50:36+00:00
e_013711,u_00322,p_0074,home,purchase,136.2,2,272.4,tablet,AU,s_003853,2026-01-01T20:07:06+00:00
e_011556,u_00478,p_0035,electronics,add_to_cart,118.38,3,0.0,desktop,AU,s_000894,2026-01-01T20:12:04+00:00
e_001516,u_00189,p_0035,electronics,purchase,118.38,3,355.14,mobile,CA,s_006463,2026-01-01T20:18:27+00:00
e_013142,u_00406,p_0037,toys,checkout,137.53,,0.0,mobile,JP,s_004973,2026-01-01T20:30:15+00:00
e_002641,u_00076,p_0067,books,remove_from_cart,439.97,,0.0,desktop,AU,s_006264,2026-01-01T20:59:06+00:00
e_009983,u_00253,p_0037,toys,page_view,137.53,,0.0,desktop,FR,s_001928,2026-01-01T21:13:43+00:00
e_003890,u_00430,p_0043,sports,remove_from_cart,374.77,,0.0,desktop,JP,s_005262,2026-01-01T21:26:01+00:00
e_019359,u_00379,p_0043,sports,add_to_cart,374.77,3,0.0,desktop,FR,s_005499,2026-01-01T21:42:28+00:00
e_007305,u_00273,p_0017,electronics,checkout,366.22,,0.0,tablet,JP,s_006604,2026-01-01T21:44:41+00:00
e_014726,u_00133,p_0071,grocery,checkout,408.93,,0.0,mobile,JP,s_002860,2026-01-01T21:46:37+00:00
e_007782,u_00198,p_0032,beauty,add_to_cart,85.88,3,0.0,desktop,BR,s_000275,2026-01-01T21:57:06+00:00
e_008215,u_00255,p_0037,toys,product_view,137.53,,0.0,desktop,DE,s_001259,2026-01-01T22:11:29+00:00
e_014774,u_00063,p_0050,toys,remove_from_cart,300.22,,0.0,mobile,JP,s_002998,2026-01-01T22:24:35+00:00
e_003753,u_00233,p_0065,electronics,page_view,301.48,,0.0,mobile,GB,s_003042,2026-01-01T22:33:33+00:00
e_005424,u_00125,p_0028,books,purchase,108.71,2,217.42,mobile,US,s_001516,2026-01-01T22:43:57+00:00
e_014914,u_00379,p_0030,apparel,product_view,306.52,,0.0,desktop,AU,s_000673,2026-01-01T22:51:32+00:00
e_017055,u_00476,p_0007,electronics,product_view,282.82,,0.0,tablet,FR,s_005419,2026-01-01T23:09:48+00:00
e_009843,u_00327,p_0039,books,page_view,110.25,,0.0,desktop,CA,s_004159,2026-01-01T23:22:24+00:00
e_006102,u_00236,p_0054,apparel,product_view,342.45,,0.0,tablet,CA,s_004746,2026-01-01T23:23:53+00:00
e_005318,u_00039,p_0080,beauty,page_view,36.69,,0.0,mobile,US,s_000713,2026-01-01T23:38:06+00:00
e_015766,u_00347,p_0074,home,product_view,136.2,,0.0,mobile,JP,s_000330,2026-01-01T23:42:20+00:00
e_013321,u_00136,p_0058,electronics,purchase,477.14,3,1431.42,tablet,CA,s_001410,2026-01-01T23:43:21+00:00
e_019101,u_00006,p_0066,grocery,purchase,14.64,1,14.64,mobile,GB,s_002467,2026-01-01T23:57:22+00:00
e_014237,u_00417,p_0064,home,add_to_cart,271.99,1,0.0,mobile,US,s_006452,2026-01-02T00:07:27+00:00
e_007434,u_00357,p_0045,toys,checkout,184.19,,0.0,desktop,US,s_003649,2026-01-02T00:18:43+00:00
e_006180,u_00157,p_0047,apparel,checkout,379.11,,0.0,desktop,FR,s_006146,2026-01-02T00:47:53+00:00
e_011853,u_00006,p_0069,beauty,add_to_cart,439.61,1,0.0,mobile,DE,s_000882,2026-01-02T00:52:15+00:00
e_004486,u_00211,p_0014,books,product_view,55.59,,0.0,tablet,GB,s_001154,2026-01-02T00:54:47+00:00
e_012936,u_00361,p_0054,apparel,product_view,342.45,,0.0,mobile,BR,s_005000,2026-01-02T01:06:47+00:00
e_017093,u_00354,p_0074,home,add_to_cart,136.2,2,0.0,desktop,JP,s_002995,2026-01-02T01:25:12+00:00
e_017293,u_00259,p_0054,apparel,product_view,342.45,,0.0,tablet,JP,s_006155,2026-01-02T01:33:28+00:00
e_012527,u_00261,p_0041,grocery,page_view,75.72,,0.0,tablet,JP,s_006021,2026-01-02T01:38:30+00:00
e_002959,u_00494,p_0040,grocery,product_view,200.84,,0.0,mobile,DE,s_000169,2026-01-02T01:54:10+00:00
e_002479,u_00112,p_0051,toys,page_view,193.9,,0.0,mobile,CA,s_004707,2026-01-02T02:15:45+00:00
e_018047,u_00222,p_0052,grocery,page_view,266.91,,0.0,tablet,DE,s_001274,2026-01-02T03:30:42+00:00
e_016693,u_00200,p_0011,home,remove_from_cart,350.58,,0.0,desktop,DE,s_004113,2026-01-02T03:33:02+00:00
e_010303,u_00352,p_0070,apparel,product_view,47.4,,0.0,mobile,FR,s_003229,2026-01-02T03:51:42+00:00
e_012088,u_00032,p_0002,sports,page_view,126.22,,0.0,desktop,GB,s_002123,2026-01-02T03:59:49+00:00
e_006474,u_00377,p_0058,electronics,remove_from_cart,477.14,,0.0,mobile,FR,s_000824,2026-01-02T04:00:43+00:00
e_002777,u_00440,p_0073,grocery,remove_from_cart,473.69,,0.0,tablet,FR,s_004704,2026-01-02T04:12:45+00:00
e_008905,u_00070,p_0059,sports,purchase,486.08,1,486.08,desktop,DE,s_001785,2026-01-02T04:15:26+00:00
e_002602,u_00460,p_0067,books,page_view,439.97,,0.0,tablet,US,s_002333,2026-01-02T04:38:07+00:00
e_014441,u_00046,p_0072,home,purchase,68.55,1,68.55,mobile,AU,s_000824,2026-01-02T04:52:47+00:00
e_010021,u_00117,p_0018,apparel,page_view,486.69,,0.0,mobile,BR,s_003912,2026-01-02T04:53:52+00:00
e_006656,u_00366,p_0070,apparel,product_view,47.4,,0.0,tablet,DE,s_004427,2026-01-02T05:01:11+00:00
e_009065,u_00050,p_0027,books,purchase,85.51,1,85.51,mobile,US,s_003821,2026-01-02T05:07:07+00:00
e_002348,u_00089,p_0079,grocery,page_view,64.9,,0.0,desktop,FR,s_000880,2026-01-02T05:31:52+00:00
e_007232,u_00037,p_0028,books,add_to_cart,108.71,3,0.0,desktop,BR,s_005486,2026-01-02T05:40:41+00:00
e_010179,u_00180,p_0009,sports,checkout,405.67,,0.0,desktop,US,s_005519,2026-01-02T05:57:37+00:00
e_009461,u_00470,p_0068,sports,purchase,123.53,3,370.59,mobile,DE,s_001075,2026-01-02T06:16:21+00:00
e_005597,u_00030,p_0040,grocery,add_to_cart,200.84,3,0.0,mobile,US,s_003845,2026-01-02T06:43:32+00:00
e_007519,u_00492,p_0047,apparel,product_view,379.11,,0.0,desktop,DE,s_004298,2026-01-02T06:44:19+00:00
e_010784,u_00169,p_0071,grocery,add_to_cart,408.93,2,0.0,mobile,DE,s_003645,2026-01-02T07:08:39+00:00
e_004550,u_00488,p_0051,toys,add_to_cart,193.9,2,0.0,desktop,JP,s_006520,2026-01-02T08:07:51+00:00
e_012524,u_00149,p_0058,electronics,purchase,477.14,2,954.28,mobile,GB,s_006242,2026-01-02T08:31:37+00:00
e_008967,u_00110,p_0057,toys,product_view,83.29,,0.0,mobile,FR,s_000639,2026-01-02T08:35:24+00:00
e_019995,u_00205,p_0001,apparel,page_view,17.38,,0.0,mobile,BR,s_004688,2026-01-02T08:40:44+00:00
e_015924,u_00203,p_0025,apparel,checkout,193.16,,0.0,mobile,AU,s_002231,2026-01-02T08:57:20+00:00
e_004832,u_00485,p_0039,books,page_view,110.25,,0.0,mobile,GB,s_004225,2026-01-02T09:29:18+00:00
e_019875,u_00100,p_0050,toys,product_view,300.22,,0.0,tablet,US,s_003114,2026-01-02T09:38:40+00:00
e_013709,u_00340,p_0030,apparel,page_view,306.52,,0.0,desktop,AU,s_003393,2026-01-02T09:56:14+00:00
e_012476,u_00301,p_0046,home,add_to_cart,257.22,3,0.0,mobile,FR,s_002252,2026-01-02T09:58:20+00:00
e_002886,u_00302,p_0040,grocery,product_view,200.84,,0.0,mobile,CA,s_000286,2026-01-02T10:01:10+00:00
e_012147,u_00016,p_0075,toys,add_to_cart,482.36,2,0.0,desktop,US,s_000531,2026-01-02T10:13:28+00:00
e_011751,u_00251,p_0003,home,product_view,369.55,,0.0,mobile,CA,s_000572,2026-01-02T10:22:57+00:00
e_002454,u_00022,p_0048,apparel,page_view,80.66,,0.0,desktop,BR,s_001541,2026-01-02T10:41:20+00:00
e_005294,u_00391,p_0053,electronics,checkout,341.74,,0.0,mobile,JP,s_000103,2026-01-02T10:46:59+00:00
e_012009,u_00372,p_0048,apparel,page_view,80.66,,0.0,tablet,BR,s_005966,2026-01-02T10:53:15+00:00
e_010417,u_00008,p_0037,toys,page_view,137.53,,0.0,mobile,GB,s_000556,2026-01-02T11:11:57+00:00
e_013205,u_00101,p_0039,books,product_view,110.25,,0.0,desktop,AU,s_001319,2026-01-02T11:19:32+00:00
e_017356,u_00463,p_0071,grocery,purchase,408.93,3,1226.79,tablet,JP,s_005782,2026-01-02T12:02:50+00:00
e_004418,u_00139,p_0068,sports,page_view,123.53,,0.0,mobile,CA,s_006110,2026-01-02T12:11:05+00:00
e_016435,u_00307,p_0069,beauty,product_view,439.61,,0.0,mobile,GB,s_004404,2026-01-02T12:33:53+00:00
e_005806,u_00290,p_0025,apparel,product_view,193.16,,0.0,tablet,US,s_000742,2026-01-02T12:34:47+00:00
e_019996,u_00246,p_0064,home,page_view,271.99,,0.0,desktop,AU,s_000317,2026-01-02T12:42:02+00:00
e_013897,u_00098,p_0019,toys,purchase,44.01,3,132.03,mobile,DE,s_004610,2026-01-02T12:58:20+00:00
e_012214,u_00461,p_0027,books,product_view,85.51,,0.0,desktop,BR,s_003422,2026-01-02T13:38:25+00:00
e_013495,u_00002,p_0077,toys,product_view,497.6,,0.0,desktop,CA,s_004690,2026-01-02T14:20:24+00:00
e_016029,u_00343,p_0029,sports,remove_from_cart,352.4,,0.0,desktop,FR,s_000526,2026-01-02T14:22:07+00:00
e_001128,u_00340,p_0035,electronics,product_view,118.38,,0.0,tablet,DE,s_004781,2026-01-02T14:27:16+00:00
e_004714,u_00168,p_0020,sports,product_view,415.56,,0.0,tablet,JP,s_000457,2026-01-02T14:56:16+00:00
e_007920,u_00174,p_0011,home,add_to_cart,350.58,2,0.0,tablet,CA,s_003458,2026-01-02T15:16:54+00:00
e_015036,u_00010,p_0067,books,purchase,439.97,1,439.97,tablet,CA,s_006478,2026-01-02T15:30:32+00:00
e_006916,u_00334,p_0039,books,checkout,110.25,,0.0,tablet,GB,s_006590,2026-01-02T15:35:50+00:00
e_006278,u_00208,p_0050,toys,product_view,300.22,,0.0,mobile,FR,s_005374,2026-01-02T15:39:21+00:00
e_004102,u_00154,p_0067,books,product_view,439.97,,0.0,mobile,CA,s_001955,2026-01-02T17:10:49+00:00
e_013672,u_00174,p_0021,books,remove_from_cart,290.79,,0.0,tablet,CA,s_001587,2026-01-02T17:12:23+00:00
e_007419,u_00257,p_0042,home,product_view,127.08,,0.0,mobile,DE,s_004929,2026-01-02T17:53:38+00:00
e_007665,u_00219,p_0015,toys,remove_from_cart,52.87,,0.0,mobile,JP,s_006023,2026-01-02T18:12:57+00:00
e_019496,u_00410,p_0050,toys,page_view,300.22,,0.0,tablet,CA,s_002614,2026-01-02T18:13:33+00:00
e_014218,u_00346,p_0057,toys,page_view,83.29,,0.0,desktop,US,s_003204,2026-01-02T18:23:21+00:00
e_019240,u_00107,p_0076,beauty,page_view,357.91,,0.0,mobile,US,s_002027,2026-01-02T18:47:54+00:00
e_016578,u_00370,p_0025,apparel,add_to_cart,193.16,1,0.0,desktop,DE,s_001806,2026-01-02T19:08:54+00:00
e_009143,u_00333,p_0045,toys,page_view,184.19,,0.0,tablet,FR,s_006586,2026-01-02T19:25:40+00:00
e_016355,u_00498,p_0035,electronics,purchase,118.38,3,355.14,tablet,US,s_006509,2026-01-02T19:31:01+00:00
e_003301,u_00393,p_0070,apparel,product_view,47.4,,0.0,tablet,JP,s_003358,2026-01-02T19:40:35+00:00
e_016789,u_00128,p_0005,electronics,purchase,19.75,2,39.5,mobile,DE,s_006662,2026-01-02T20:00:36+00:00
e_005118,u_00346,p_0062,sports,purchase,421.63,3,1264.89,tablet,BR,s_003756,2026-01-02T20:06:15+00:00
e_004188,u_00162,p_0063,beauty,purchase,80.66,3,241.98,mobile,AU,s_005464,2026-01-02T20:37:11+00:00
e_011508,u_00473,p_0018,apparel,add_to_cart,486.69,2,0.0,mobile,CA,s_006070,2026-01-02T20:46:23+00:00
e_008748,u_00380,p_0062,sports,add_to_cart,421.63,3,0.0,desktop,BR,s_001514,2026-01-02T20:49:42+00:00
e_000643,u_00414,p_0073,grocery,product_view,473.69,,0.0,mobile,JP,s_001382,2026-01-02T21:02:11+00:00
e_004190,u_00182,p_0072,home,purchase,68.55,1,68.55,desktop,GB,s_005646,2026-01-02T21:21:01+00:00
e_005866,u_00288,p_0078,books,product_view,221.86,,0.0,desktop,JP,s_005606,2026-01-02T21:25:37+00:00
e_004774,u_00331,p_0038,beauty,add_to_cart,457.0,3,0.0,mobile,AU,s_003982,2026-01-02T21:41:43+00:00
e_001628,u_00046,p_0056,books,page_view,60.22,,0.0,desktop,AU,s_004404,2026-01-02T22:03:24+00:00
e_004019,u_00208,p_0076,beauty,page_view,357.91,,0.0,mobile,DE,s_003890,2026-01-02T22:10:37+00:00
e_000971,u_00457,p_0056,books,product_view,60.22,,0.0,tablet,GB,s_004700,2026-01-02T23:19:35+00:00
e_019368,u_00286,p_0040,grocery,product_view,200.84,,0.0,mobile,FR,s_001015,2026-01-02T23:19:46+00:00
e_005375,u_00237,p_0024,apparel,purchase,428.38,1,428.38,tablet,AU,s_003570,2026-01-02T23:20:18+00:00
e_001669,u_00064,p_0037,toys,checkout,137.53,,0.0,desktop,BR,s_002506,2026-01-02T23:26:40+00:00
e_003973,u_00335,p_0011,home,page_view,350.58,,0.0,mobile,CA,s_001823,2026-01-02T23:28:34+00:00
e_003667,u_00397,p_0054,apparel,checkout,342.45,,0.0,desktop,AU,s_000539,2026-01-02T23:53:31+00:00
e_013534,u_00379,p_0007,electronics,add_to_cart,282.82,2,0.0,mobile,FR,s_000950,2026-01-03T00:05:03+00:00
e_015209,u_00385,p_0028,books,product_view,108.71,,0.0,tablet,JP,s_003918,2026-01-03T00:18:19+00:00
e_014262,u_00188,p_0008,toys,page_view,114.12,,0.0,desktop,JP,s_002946,2026-01-03T00:28:05+00:00
e_017057,u_00050,p_0011,home,remove_from_cart,350.58,,0.0,mobile,DE,s_000500,2026-01-03T00:29:18+00:00
e_016811,u_00355,p_0016,books,page_view,303.84,,0.0,tablet,GB,s_003668,2026-01-03T00:34:15+00:00
e_011461,u_00496,p_0058,electronics,product_view,477.14,,0.0,mobile,CA,s_001490,2026-01-03T00:43:31+00:00
e_016835,u_00307,p_0006,beauty,page_view,120.17,,0.0,tablet,FR,s_005599,2026-01-03T01:13:30+00:00
e_003494,u_00401,p_0021,books,product_view,290.79,,0.0,mobile,JP,s_001980,2026-01-03T01:40:24+00:00
e_015936,u_00275,p_0055,sports,page_view,385.46,,0.0,tablet,BR,s_001635,2026-01-03T02:43:03+00:00
e_009055,u_00336,p_0013,beauty,page_view,478.82,,0.0,mobile,GB,s_003707,2026-01-03T02:43:19+00:00
e_002769,u_00255,p_0055,sports,product_view,385.46,,0.0,desktop,DE,s_000988,2026-01-03T02:57:11+00:00
e_013546,u_00332,p_0016,books,purchase,303.84,2,607.68,tablet,GB,s_003753,2026-01-03T03:10:03+00:00
e_017623,u_00035,p_0016,books,product_view,303.84,,0.0,mobile,US,s_002805,2026-01-03T03:52:21+00:00
e_015876,u_00330,p_0078,books,product_view,221.86,,0.0,tablet,DE,s_004171,2026-01-03T03:57:47+00:00
e_009705,u_00117,p_0043,sports,page_view,374.77,,0.0,desktop,JP,s_001589,2026-01-03T04:04:47+00:00
e_007559,u_00380,p_0017,electronics,page_view,366.22,,0.0,tablet,DE,s_000115,2026-01-03T04:55:01+00:00
e_006778,u_00305,p_0028,books,page_view,108.71,,0.0,mobile,US,s_000684,2026-01-03T05:03:23+00:00
e_005890,u_00353,p_0052,grocery,purchase,266.91,3,800.73,desktop,US,s_005728,2026-01-03T05:09:26+00:00
e_008177,u_00262,p_0030,apparel,page_view,306.52,,0.0,desktop,AU,s_004342,2026-01-03T05:10:11+00:00
e_009019,u_00269,p_0079,grocery,page_view,64.9,,0.0,desktop,CA,s_000275,2026-01-03T05:30:27+00:00
e_015119,u_00038,p_0077,toys,remove_from_cart,497.6,,0.0,desktop,FR,s_003592,2026-01-03T05:37:34+00:00
e_003551,u_00048,p_0039,books,checkout,110.25,,0.0,desktop,DE,s_003132,2026-01-03T05:57:27+00:00
e_006831,u_00387,p_0031,home,checkout,269.4,,0.0,tablet,DE,s_000224,2026-01-03T06:12:26+00:00
e_013961,u_00212,p_0077,toys,product_view,497.6,,0.0,tablet,AU,s_001277,2026-01-03T06:58:39+00:00
e_006032,u_00129,p_0038,beauty,purchase,457.0,2,914.0,mobile,GB,s_001952,2026-01-03T07:02:20+00:00
e_016145,u_00464,p_0040,grocery,page_view,200.84,,0.0,desktop,CA,s_001428,2026-01-03T07:36:19+00:00
e_014949,u_00488,p_0076,beauty,page_view,357.91,,0.0,tablet,BR,s_005625,2026-01-03T08:13:24+00:00
e_013862,u_00409,p_0063,beauty,product_view,80.66,,0.0,mobile,CA,s_001902,2026-01-03T08:41:08+00:00
e_000170,u_00360,p_0004,apparel,page_view,297.29,,0.0,mobile,AU,s_002876,2026-01-03T08:54:36+00:00
e_003240,u_00419,p_0013,beauty,checkout,478.82,,0.0,desktop,DE,s_002561,2026-01-03T08:55:04+00:00
e_002974,u_00177,p_0015,toys,page_view,52.87,,0.0,desktop,DE,s_005847,2026-01-03T09:02:06+00:00
e_002846,u_00265,p_0033,toys,product_view,138.62,,0.0,tablet,JP,s_000492,2026-01-03T09:02:09+00:00
e_013275,u_00210,p_0028,books,page_view,108.71,,0.0,tablet,BR,s_006281,2026-01-03T09:03:03+00:00
e_014876,u_00024,p_0041,grocery,product_view,75.72,,0.0,mobile,BR,s_006473,2026-01-03T09:21:59+00:00
e_008199,u_00256,p_0059,sports,page_view,486.08,,0.0,desktop,US,s_000822,2026-01-03T09:31:08+00:00
e_010346,u_00396,p_0062,sports,page_view,421.63,,0.0,mobile,FR,s_006098,2026-01-03T09:59:40+00:00
e_002690,u_00220,p_0011,home,checkout,350.58,,0.0,mobile,US,s_001116,2026-01-03T10:19:28+00:00
e_016502,u_00344,p_0036,electronics,add_to_cart,403.5,3,0.0,mobile,AU,s_001297,2026-01-03T10:22:21+00:00
e_003344,u_00292,p_0015,toys,purchase,52.87,1,52.87,desktop,CA,s_003883,2026-01-03T10:36:52+00:00
